movieId,name,genres,year.x,budget,company,country,director,genre,gross,rating,released,runtime,score,star,votes,writer,year.y,Drama,Romance,Thriller,Comedy,Adventure,Children,Action,Fantasy,Horror,Crime,Sci-Fi,Mystery,Western,War,IMAX,Animation,Musical,Film-Noir,(no genres listed),Mean Rating,Var Rating,Mean Count,PCA 1,PCA 2,PCA 3,PCA 4,PCA 5,PCA 6,PCA 7,PCA 8,PCA 9,PCA 10,PCA 11,PCA 12,PCA 13
1382,Marked for Death,Action|Drama,1990,12000000,Victor & Grais,USA,Dwight H. Little,Action,46044400,R,10/5/90,93,5.9,Steven Seagal,16347,Michael Grais,1990,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.754847645,1.054678419,817.145891,1.742790126,0.871977741,0.818250114,0.833964585,-0.354574456,-0.080139038,0.748068762,0.85731226,1.247079555,0.002333963,-0.264912083,0.194752978,0.139705087
1385,Under Siege,Action|Drama|Thriller,1992,35000000,Warner Bros.,France,Andrew Davis,Action,83363139,R,10/9/92,103,6.5,Steven Seagal,65431,J.F. Lawton,1992,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.119461279,1.065939904,527.7346801,1.425283426,1.536881618,0.211128222,0.729228082,-0.389555224,0.285778457,0.54943017,0.777422548,0.913103234,0.150025797,-0.424713566,0.493665816,-0.001745774
1390,My Fellow Americans,Comedy,1996,21500000,Peters Entertainment,USA,Peter Segal,Adventure,22294341,PG-13,12/20/96,101,6.5,Jack Lemmon,12809,E. Jack Kaplan,1996,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.256772334,0.938211029,587.0363112,1.344691514,0.348177904,-0.45839504,0.575461755,0.252008154,0.969713383,0.18930475,0.695796788,-0.927371953,-0.221813301,0.254959167,-0.252126163,0.237291177
1391,Mars Attacks!,Action|Comedy|Sci-Fi,1996,70000000,Tim Burton Productions,USA,Tim Burton,Comedy,37771017,PG-13,12/13/96,106,6.3,Jack Nicholson,183327,Len Brown,1996,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.963641797,1.211508617,454.9765913,1.141000155,1.046534069,1.238413613,-1.945496979,1.073164036,0.270963144,0.190732502,0.918566615,-2.091044789,-0.495758742,-0.122646574,0.001710951,0.066123131
1392,Citizen Ruth,Comedy|Drama,1996,3000000,Independent Pictures (II),USA,Alexander Payne,Comedy,153155,R,12/13/96,106,7,Laura Dern,6170,Alexander Payne,1996,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.625280269,0.969573674,663.0964126,-0.921584286,-1.073224298,0.137441363,0.236955926,0.789203997,-0.161691604,0.058871693,0.70997066,-1.174111694,-0.575212557,0.168261642,0.389237131,-0.204464389
1393,Jerry Maguire,Drama|Romance,1996,50000000,TriStar Pictures,USA,Cameron Crowe,Comedy,153952592,R,12/13/96,139,7.3,Tom Cruise,204244,Cameron Crowe,1996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.603809303,0.857650365,388.8481688,-1.238618738,1.504762563,-3.163954311,0.840290265,1.180271382,-0.730060977,-0.761479403,-0.45600175,-0.256488822,0.11572793,-1.204289283,0.140536504,0.764765927
1394,Raising Arizona,Comedy,1987,6000000,Circle Films,USA,Joel Coen,Comedy,22847564,PG-13,4/17/87,94,7.4,Nicolas Cage,107669,Ethan Coen,1987,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.869099827,0.921969124,452.9556261,-2.506142578,0.681986457,0.780948314,-0.347772675,2.553872973,2.235204639,0.15232841,0.219767126,-0.450371179,-0.327079431,-0.209920148,-0.747078767,0.741677126
1395,Tin Men,Comedy|Drama,1987,11000000,Bandai Films,USA,Barry Levinson,Comedy,25411386,R,3/13/87,112,6.5,Richard Dreyfuss,6960,Barry Levinson,1987,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.368887015,0.825695429,640.2293423,0.284522404,-0.825593473,-0.331455541,0.420232537,0.351587121,0.622402117,0.034839665,0.320918534,-0.182803047,-0.331079997,-0.412831029,-0.275500101,0.224557599
1396,Sneakers,Action|Comedy|Crime|Drama|Sci-Fi,1992,35000000,Universal Pictures,USA,Phil Alden Robinson,Comedy,51433000,PG-13,9/11/92,126,7.1,Robert Redford,46109,Phil Alden Robinson,1992,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.633825648,0.756622873,437.9470461,-0.469382411,2.657639808,-0.44306767,0.602005491,0.052503023,1.749474369,-1.703226504,0.584528455,-0.939384987,-0.545623227,-0.13760437,-0.475743401,-0.640170006
1399,Marvin's Room,Drama,1996,23000000,Scott Rudin Productions,USA,Jerry Zaks,Drama,12782508,PG-13,2/28/97,98,6.7,Meryl Streep,21695,Scott McPherson,1996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.420563741,0.827339682,633.326073,-0.04585366,-0.646921238,-1.261152824,0.528575707,-0.084727842,-0.858346556,-0.238387993,-0.096004745,0.002630849,-0.303979784,-0.363400918,0.358517499,0.678739012
1401,Ghosts of Mississippi,Drama,1996,36000000,Castle Rock Entertainment,USA,Rob Reiner,Drama,13052741,PG-13,1/3/97,130,6.7,Alec Baldwin,8989,Lewis Colick,1996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.529542567,0.822553255,716.3017789,-0.055340949,0.479812152,-1.682632281,1.545015045,-1.36436742,-0.730818192,0.404138255,-0.12463596,-0.765483188,-0.296932073,0.552021017,-0.615934103,0.117352088
1405,Beavis and Butt-Head Do America,Adventure|Animation|Comedy|Crime,1996,12000000,Paramount Pictures,USA,Mike Judge,Animation,63071133,PG-13,12/20/96,81,6.8,Mike Judge,45369,Mike Judge,1996,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2.919267106,1.516863903,425.4359195,0.653311738,0.252059974,0.968834827,0.369322762,2.097639056,0.597462577,0.72156991,0.560455505,-0.713484573,-0.079680726,0.674490202,0.066890299,0.378835099
1407,Scream,Comedy|Horror|Mystery|Thriller,1996,14000000,Dimension Films,USA,Wes Craven,Horror,103046663,R,12/20/96,111,7.2,Neve Campbell,238628,Kevin Williamson,1996,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.2725257,1.182441214,423.4765672,0.431019601,1.536962317,1.063445038,0.910982352,1.573824695,-0.254989652,0.597643619,-1.520317171,-0.495248987,0.352462892,-0.896844909,-0.393406154,-0.24689163
1408,The Last of the Mohicans,Action|Romance|War|Western,1992,40000000,Morgan Creek Productions,USA,Michael Mann,Action,75505856,R,9/25/92,112,7.8,Daniel Day-Lewis,122987,James Fenimore Cooper,1992,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.711201991,0.904480097,447.4859175,-1.661286542,1.579368954,-1.716149745,-0.351053021,-1.308510178,-0.088908692,1.218555803,-0.066065726,0.909757327,1.827623833,-0.058661275,-1.054397965,0.587601322
1411,Hamlet,Crime|Drama|Romance,1996,18000000,Castle Rock Entertainment,UK,Kenneth Branagh,Drama,4414535,PG-13,12/25/96,242,7.8,Kenneth Branagh,32078,William Shakespeare,1996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.728874228,0.991726881,391.9051095,-1.213601563,-0.255312109,-0.693632019,-0.444156521,-0.680510365,-0.01046462,0.309476862,-0.145321311,-0.256342383,0.917211481,0.247149456,0.180884473,0.157343379
1416,Evita,Drama|Musical,1996,55000000,Hollywood Pictures,USA,Alan Parker,Biography,50047179,PG,1/10/97,135,6.3,Madonna,30484,Tim Rice,1996,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3.137809728,1.467543741,357.4735393,0.689817941,-0.665401902,-0.846654597,0.185115564,-0.620392444,-0.146699374,0.350984438,-0.041395516,-0.084209038,-0.164148017,0.186233641,-0.486751818,-0.099186743
1425,Fierce Creatures,Comedy,1997,25000000,Universal Pictures,UK,Fred Schepisi,Comedy,9381260,PG-13,1/24/97,93,6.4,John Cleese,20507,John Cleese,1997,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.2164903,0.911646786,681.6604938,0.997835338,0.11423758,-0.030955226,-0.002016468,1.304949043,1.025899085,0.324600433,0.394675157,-0.767026634,0.154896494,0.624108478,-0.247836902,0.39391477
1427,Turbulence,Action|Thriller,1997,71000000,Metro-Goldwyn-Mayer (MGM),USA,Robert Butler,Action,11466088,R,1/10/97,100,4.8,Ray Liotta,9453,Jonathan Brett,1997,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.599637681,1.281172783,767.7705314,2.41904728,-0.096830961,0.38957094,0.31717228,-0.486859258,-0.183740882,-0.016622621,0.300710274,-0.35377388,0.027934278,-0.205118279,0.432304266,0.412022188
1432,Metro,Action|Comedy|Crime|Drama|Thriller,1997,55000000,Touchstone Pictures,USA,Thomas Carter,Action,31987563,R,1/17/97,117,5.5,Eddie Murphy,22499,Randy Feldman,1997,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.866414835,0.971661639,717.8619505,1.820631987,0.343859457,0.167950051,0.844172077,-0.503193451,0.598789877,0.033944541,0.494937742,0.624386339,-0.201178879,-0.366831456,0.19918404,0.143387461
1438,Dante's Peak,Action|Thriller,1997,116000000,Universal Pictures,USA,Roger Donaldson,Action,67127760,PG-13,2/7/97,108,5.9,Pierce Brosnan,67277,Leslie Bohem,1997,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.824457864,1.077073659,510.5787812,1.962289413,1.436718686,-0.382407868,-0.370615724,-0.778672852,-0.256123598,-0.33094313,0.062321415,-0.166544395,-0.257991875,-0.669727648,0.728796607,-0.140056226
1442,Prefontaine,Drama,1997,8000000,Hollywood Pictures,USA,Steve James,Biography,532190,PG-13,1/24/97,106,6.8,Jared Leto,6161,Steve James,1997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.335051546,0.843079481,741.8956186,0.227619984,0.265928849,-1.270726672,0.533584872,-0.196598686,-0.670522865,0.109646571,-0.020762307,0.132693829,-0.822723641,-0.154817229,-0.846968705,-0.127768499
1445,McHale's Navy,Comedy|War,1997,31190000,"Bubble Factory, The",USA,Bryan Spicer,Action,4529843,PG,4/18/97,108,4.4,Tom Arnold,5716,Peter Crabbe,1997,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.323136428,1.312293323,652.3396624,2.304445794,0.182973351,0.26297435,-0.140719007,0.14475346,-0.123429421,0.11982494,0.362827075,-0.379465164,0.112728904,0.118662819,0.562056004,0.53788577
1449,Waiting for Guffman,Comedy,1996,4000000,Castle Rock Entertainment,USA,Christopher Guest,Comedy,2923982,R,1/31/97,84,7.6,Christopher Guest,23604,Christopher Guest,1996,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.918377749,0.845324895,483.0246105,-1.858571989,-0.054907098,-0.101066063,-0.143629697,2.730758223,0.811343761,0.43394889,0.599816468,-1.430338224,0.010012282,0.303661048,-0.47033071,0.278377166
1453,The Beautician and the Beast,Comedy|Romance,1997,16000000,High School Sweethearts,USA,Ken Kwapis,Comedy,11486880,PG,2/7/97,105,5.3,Fran Drescher,7153,Todd Graff,1997,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.449190396,1.346299624,537.1675042,2.152124828,-0.610528386,-0.488037271,0.107215997,-0.084164866,0.225340915,-0.261364552,-0.15101385,-0.032682773,0.227228826,-0.057055901,0.026753106,0.357796665
1456,The Pest,Comedy,1997,17000000,"Bubble Factory, The",USA,Paul Miller,Comedy,3506206,PG-13,2/7/97,84,5,John Leguizamo,7038,David Bar Katz,1997,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.249578415,1.57611891,798.9510961,2.051354079,-0.174969528,0.408300303,0.032426733,0.836322715,0.1221915,0.325948325,0.6678069,-0.816170375,0.064097387,0.226387135,0.073170486,0.795775701
1459,Absolute Power,Mystery|Thriller,1997,50000000,Castle Rock Entertainment,USA,Clint Eastwood,Action,50007168,R,2/14/97,121,6.7,Clint Eastwood,42417,David Baldacci,1997,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.345906282,0.750328331,636.9374356,0.298679421,1.375449184,0.483318536,2.023121126,-1.485271912,1.125803432,-1.177825269,0.158383439,0.05296951,-0.277552719,0.198012744,0.175328945,-0.193749702
1461,Vegas Vacation,Comedy,1997,25000000,Warner Bros.,USA,Stephen Kessler,Comedy,36429528,PG,2/14/97,93,5.9,Chevy Chase,36231,Elisa Bell,1997,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.802955665,1.132050395,665.3483462,2.020905436,-0.031829897,-0.02032457,0.262909001,0.482826149,0.601377331,0.157032783,0.270173887,-0.241487691,-0.265628948,-0.024900772,0.254512895,0.471558225
1465,Rosewood,Action|Drama,1997,25000000,Warner Bros.,USA,John Singleton,Action,13104494,R,2/21/97,140,7.2,Jon Voight,6487,Gregory Poirier,1997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.519366197,0.933545325,609.9568662,-0.648997319,0.53803538,-0.931452861,1.426441646,-0.813111968,-1.046728036,0.904005587,0.282644459,-0.182824829,-0.16349342,0.463201979,-0.173269597,-0.070877081
1466,Donnie Brasco,Crime|Drama,1997,35000000,Mandalay Entertainment,USA,Mike Newell,Biography,41909762,R,2/28/97,127,7.8,Al Pacino,239317,Joseph D. Pistone,1997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.802441906,0.592053277,487.6527767,-3.216950227,1.665107246,-0.198424051,2.553186015,0.300484368,-0.54237546,0.080103981,0.151657483,0.952211748,-1.242835915,-0.395439992,0.031377687,0.173178544
1472,City of Industry,Crime|Thriller,1997,8000000,Largo Entertainment,USA,John Irvin,Crime,1495332,R,3/14/97,97,6.2,Harvey Keitel,5078,Ken Solarz,1997,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.032296651,1.02233572,903.777512,0.54383393,-0.067602679,1.13470397,1.447045416,-0.491665173,0.469925139,-0.148966897,0.425946956,0.944541565,-0.484194503,-0.139987293,-0.255269691,-0.19686832
1475,Kama Sutra: A Tale of Love,Romance,1996,3000000,NDF International,USA,Mira Nair,Crime,4109095,R,2/28/97,117,6,Naveen Andrews,8807,Helena Kriel,1996,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.118800461,1.267047982,659.5570934,0.879099114,-1.272567205,0.084203186,-0.119972445,-0.426131594,-0.193488976,-0.634143993,0.242573299,0.429341624,1.681701127,0.404130955,-0.108413691,-0.325877027
1476,Private Parts,Comedy|Drama,1997,20000000,Paramount Pictures,USA,Betty Thomas,Biography,41198146,R,3/7/97,109,6.8,Howard Stern,30718,Howard Stern,1997,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.331478659,1.046417084,499.4324695,-0.118932718,0.055468677,0.111117047,0.772018886,1.387059851,-0.42269328,0.558656982,0.355976459,-0.754777339,0.384495483,0.510247163,0.099305436,0.04764231
1477,Love Jones,Romance,1997,10000000,Addis Wechsler Pictures,USA,Theodore Witcher,Drama,12514138,R,3/14/97,104,7.4,Larenz Tate,3076,Theodore Witcher,1997,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.35,1.370476773,584.8609756,0.799527467,-0.760696732,-0.701247886,0.23142307,-0.010859662,0.028053204,-0.453609927,-0.093441,0.46704494,0.476012711,-0.569707236,-0.451999023,0.173403149
1479,The Saint,Action|Romance|Sci-Fi|Thriller,1997,68000000,Paramount Pictures,USA,Phillip Noyce,Action,61355436,PG-13,4/4/97,116,6.2,Val Kilmer,54546,Leslie Charteris,1997,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.163592333,1.08369032,466.9068425,1.439095785,1.468125021,-0.346826929,0.387560336,-0.80280185,1.0707472,-0.827665091,0.695723303,0.376712171,0.544650822,-0.212674476,0.192096617,-0.199100083
1480,Smilla's Sense of Snow,Drama|Thriller,1997,35000000,Bavaria Film,Denmark,Bille August,Action,2221994,R,2/28/97,121,6.4,Julia Ormond,12197,Peter H<bf>eg,1997,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.26318408,0.930201902,649.9507463,-0.322162932,0.420091686,0.682963362,0.395878354,-1.050480212,0.472255155,-1.306017953,-0.373751791,-0.014249843,-0.065662796,0.503035373,-0.392705362,-0.299956314
1485,Liar Liar,Comedy,1997,45000000,Universal Pictures,USA,Tom Shadyac,Comedy,181410615,PG-13,3/21/97,86,6.8,Jim Carrey,237870,Paul Guay,1997,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.228451391,0.975004351,411.0065956,0.966080778,0.991098685,-0.702666817,0.600314942,1.157636019,0.775621707,-0.071348507,0.396096378,-0.828129565,-0.028160876,0.16213347,0.432516328,1.118880665
1487,Selena,Drama|Musical,1997,20000000,Q Productions,USA,Gregory Nava,Biography,35422828,PG,3/21/97,127,6.7,Jennifer Lopez,20575,Gregory Nava,1997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3.131851086,1.157981362,590.8309204,1.173606809,-0.498366579,-1.273352844,0.57348755,-0.35267728,-0.643475341,0.074247014,-0.332452459,0.086574289,-0.600353174,-0.234882015,-0.362418152,0.054039094
1488,The Devil's Own,Action|Drama|Thriller,1997,86000000,Columbia Pictures Corporation,USA,Alan J. Pakula,Action,42868348,R,3/26/97,111,6.1,Harrison Ford,49303,Kevin Jarre,1997,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.038969282,0.883511482,602.586951,0.817398277,0.478944942,-0.142247658,1.296039316,-0.942579244,0.172782518,-0.13967989,0.645466415,0.336898698,-0.395228436,0.077761825,-0.275195175,0.065615575
1489,Cats Don't Dance,Animation|Children|Musical,1997,32000000,David Kirschner Productions,USA,Mark Dindal,Animation,3562749,G,3/26/97,75,6.9,Scott Bakula,6006,Mark Dindal,1997,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3.011340206,1.469395927,638.8948454,1.47521083,-0.663612971,-0.630728285,-0.368089318,0.175583569,0.715065368,0.377791084,-0.938126327,0.468929485,-1.067152428,1.060101684,0.61692962,-0.181968013
1495,Turbo: A Power Rangers Movie,Action|Adventure|Children,1997,8000000,Saban Entertainment,USA,Shuki Levy,Action,8109349,PG,3/28/97,99,3.5,Jason David Frank,7129,Shuki Levy,1997,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.420779221,1.191375205,660.4649351,2.038894594,0.536259906,0.296586301,-0.394814252,-0.066525866,-0.369299934,0.255207034,0.206674705,0.102727097,0.03520983,0.032599706,0.902715317,0.215246825
1496,Anna Karenina,Drama|Romance,1997,35000000,Icon Entertainment International,USA,Bernard Rose,Drama,791830,PG-13,4/4/97,108,6.4,Sophie Marceau,4851,Leo Tolstoy,1997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.305755396,1.137659103,447.8345324,0.51785059,-0.995155469,-0.598047735,-0.221563408,-0.867242368,0.002183832,-0.210681734,-0.313554051,0.159256803,0.963188823,0.442646536,-0.348622429,0.288444095
1497,Double Team,Action,1997,30000000,Mandalay Entertainment,USA,Hark Tsui,Action,11438337,R,4/4/97,93,4.7,Jean-Claude Van Damme,26927,Don Jakoby,1997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.29589372,1.345835597,877.1316425,2.433921229,0.11344635,0.398786597,0.059243126,-0.536150734,-0.001819722,0.401841287,0.794303629,0.602430252,0.04905961,-0.151853125,0.335779109,0.369132189
1499,Anaconda,Action|Adventure|Thriller,1997,45000000,Cinema Line Film Corporation,USA,Luis Llosa,Action,65885767,PG-13,4/11/97,89,4.7,Jon Voight,79593,Hans Bauer,1997,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.083169153,1.135024213,583.0161835,2.380610292,1.399668058,0.621498828,-0.685440911,-0.020202084,-0.546098395,0.434376845,0.016181395,-0.675883827,0.207195112,-0.46533424,1.226724547,0.342892408
1500,Grosse Pointe Blank,Comedy|Crime|Romance,1997,15000000,Hollywood Pictures,USA,George Armitage,Action,28014536,R,4/11/97,107,7.4,John Cusack,77687,Tom Jankiewicz,1997,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.72298129,0.787415448,435.5851182,-1.771093176,1.912050534,0.238366222,0.820953806,2.414685111,0.828057571,0.096559791,0.588823534,0.759457507,0.072761224,-0.727620525,-0.862461526,-0.502129339
1503,8 Heads in a Duffel Bag,Comedy,1997,3000000,Orion Pictures,USA,Tom Schulman,Comedy,3559990,R,4/18/97,95,5.3,Joe Pesci,8398,Tom Schulman,1997,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.626540972,1.205492453,746.6874547,1.204235175,0.076466476,0.571111335,0.411374999,0.806566613,0.511463022,0.1543927,0.522731389,-0.347769268,-0.236418529,0.149918201,-0.269621333,0.553196439
1507,Paradise Road,Drama|War,1997,16000000,Samson Productions Pty. Ltd.,Australia,Bruce Beresford,Drama,1921471,R,4/11/97,122,6.8,Glenn Close,4496,David Giles,1997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.399253731,1.015385975,868.5497512,0.155038917,-0.205262309,-1.328620647,0.640365028,-1.043990316,-0.827820679,0.933598057,0.086299232,-0.327721653,0.188764442,0.277403853,-0.803011145,-0.113427842
1515,Volcano,Action|Drama|Thriller,1997,90000000,Twentieth Century Fox Film Corporation,USA,Mick Jackson,Action,49323468,PG-13,4/25/97,104,5.4,Tommy Lee Jones,62450,Jerome Armstrong,1997,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.691141434,1.117757297,553.6848603,2.262502741,1.918349141,0.155126293,-0.965398728,-0.810972035,-0.860406772,-0.606237767,0.879976839,-0.901060482,-0.346214818,-0.82037804,0.953551259,-0.043150619
