"","movieId","tagId","relevance","name","gross","budget","netrevenue","Oscar"
"13808",3219,1025,0.92975,"Pacific Heights",29381956,1.8e+07,11381956,0
"13824",3225,439,0.91325,"Down to You",20035310,3.5e+07,-14964690,0
"13825",3225,863,0.94425,"Down to You",20035310,3.5e+07,-14964690,0
"13826",3225,864,0.92,"Down to You",20035310,3.5e+07,-14964690,0
"13827",3225,865,0.9745,"Down to You",20035310,3.5e+07,-14964690,0
"13828",3225,1014,0.9615,"Down to You",20035310,3.5e+07,-14964690,0
"13847",3238,733,0.9385,"Eye of the Beholder",16459004,3.5e+07,-18540996,0
"13850",3243,230,0.9235,"Encino Man",40693477,7e+06,33693477,0
"13851",3243,428,0.9305,"Encino Man",40693477,7e+06,33693477,0
"13852",3243,503,0.9945,"Encino Man",40693477,7e+06,33693477,0
"13853",3243,1013,0.97375,"Encino Man",40693477,7e+06,33693477,0
"13854",3243,1014,0.99,"Encino Man",40693477,7e+06,33693477,0
"13855",3243,1015,0.90475,"Encino Man",40693477,7e+06,33693477,0
"13856",3243,1017,0.9695,"Encino Man",40693477,7e+06,33693477,0
"13865",3246,133,0.992,"Malcolm X",48169908,3.3e+07,15169908,0
"13866",3246,134,0.91275,"Malcolm X",48169908,3.3e+07,15169908,0
"13867",3246,135,0.98825,"Malcolm X",48169908,3.3e+07,15169908,0
"13868",3246,567,0.98775,"Malcolm X",48169908,3.3e+07,15169908,0
"13869",3246,646,0.90275,"Malcolm X",48169908,3.3e+07,15169908,0
"13870",3246,746,0.929,"Malcolm X",48169908,3.3e+07,15169908,0
"13871",3246,898,0.945,"Malcolm X",48169908,3.3e+07,15169908,0
"13872",3246,936,0.93325,"Malcolm X",48169908,3.3e+07,15169908,0
"13873",3247,684,0.90475,"Sister Act",139610000,3.1e+07,108610000,0
"13874",3247,923,0.92825,"Sister Act",139610000,3.1e+07,108610000,0
"13875",3248,507,0.95725,"Sister Act 2: Back in the Habit",57319029,3.8e+07,19319029,0
"13876",3248,901,0.9485,"Sister Act 2: Back in the Habit",57319029,3.8e+07,19319029,0
"13877",3248,902,0.9395,"Sister Act 2: Back in the Habit",57319029,3.8e+07,19319029,0
"13881",3250,107,0.92475,"Alive",36733909,3.2e+07,4733909,0
"13882",3250,110,0.99225,"Alive",36733909,3.2e+07,4733909,0
"13883",3250,113,0.90075,"Alive",36733909,3.2e+07,4733909,0
"13884",3250,115,0.98775,"Alive",36733909,3.2e+07,4733909,0
"13885",3250,260,0.97,"Alive",36733909,3.2e+07,4733909,0
"13886",3250,973,0.92425,"Alive",36733909,3.2e+07,4733909,0
"13887",3250,998,0.985,"Alive",36733909,3.2e+07,4733909,0
"13888",3250,1047,0.994,"Alive",36733909,3.2e+07,4733909,0
"13891",3252,144,0.94125,"Scent of a Woman",63895607,3.1e+07,32895607,0
"13892",3252,323,0.9405,"Scent of a Woman",63895607,3.1e+07,32895607,0
"13893",3252,465,0.9565,"Scent of a Woman",63895607,3.1e+07,32895607,0
"13894",3252,646,0.92375,"Scent of a Woman",63895607,3.1e+07,32895607,0
"13895",3252,746,0.9815,"Scent of a Woman",63895607,3.1e+07,32895607,0
"13896",3253,230,0.9765,"Wayne's World",121697350,2e+07,101697350,0
"13897",3253,416,0.97075,"Wayne's World",121697350,2e+07,101697350,0
"13898",3253,455,0.91025,"Wayne's World",121697350,2e+07,101697350,0
"13899",3253,830,0.9645,"Wayne's World",121697350,2e+07,101697350,0
"13900",3253,862,0.992,"Wayne's World",121697350,2e+07,101697350,0
"13901",3253,879,0.9865,"Wayne's World",121697350,2e+07,101697350,0
"13902",3254,451,0.9645,"Wayne's World 2",48197805,4e+07,8197805,0
"13903",3254,455,0.9235,"Wayne's World 2",48197805,4e+07,8197805,0
"13904",3254,862,0.98225,"Wayne's World 2",48197805,4e+07,8197805,0
"13905",3254,879,0.9715,"Wayne's World 2",48197805,4e+07,8197805,0
"13906",3254,902,0.9135,"Wayne's World 2",48197805,4e+07,8197805,0
"13911",3256,19,0.94775,"Patriot Games",83287363,4.5e+07,38287363,0
"13912",3256,22,0.95025,"Patriot Games",83287363,4.5e+07,38287363,0
"13913",3256,81,0.98475,"Patriot Games",83287363,4.5e+07,38287363,0
"13914",3256,82,0.987,"Patriot Games",83287363,4.5e+07,38287363,0
"13915",3256,107,0.93475,"Patriot Games",83287363,4.5e+07,38287363,0
"13916",3256,195,0.94625,"Patriot Games",83287363,4.5e+07,38287363,0
"13917",3256,251,0.9245,"Patriot Games",83287363,4.5e+07,38287363,0
"13918",3256,361,0.96275,"Patriot Games",83287363,4.5e+07,38287363,0
"13919",3256,447,0.95675,"Patriot Games",83287363,4.5e+07,38287363,0
"13920",3256,564,0.9525,"Patriot Games",83287363,4.5e+07,38287363,0
"13921",3256,850,0.91775,"Patriot Games",83287363,4.5e+07,38287363,0
"13922",3256,961,0.96625,"Patriot Games",83287363,4.5e+07,38287363,0
"13923",3256,997,0.928,"Patriot Games",83287363,4.5e+07,38287363,0
"13924",3256,1020,0.9815,"Patriot Games",83287363,4.5e+07,38287363,0
"13925",3256,1022,0.922,"Patriot Games",83287363,4.5e+07,38287363,0
"13926",3256,1025,0.93575,"Patriot Games",83287363,4.5e+07,38287363,0
"13927",3256,1031,1,"Patriot Games",83287363,4.5e+07,38287363,0
"13928",3256,1070,0.915,"Patriot Games",83287363,4.5e+07,38287363,0
"13935",3258,287,0.94625,"Death Becomes Her",58422650,5.5e+07,3422650,0
"13936",3258,377,0.9275,"Death Becomes Her",58422650,5.5e+07,3422650,0
"13937",3258,538,0.9865,"Death Becomes Her",58422650,5.5e+07,3422650,0
"13938",3259,12,0.99625,"Far and Away",58883840,6e+07,-1116160,0
"13939",3259,562,0.95375,"Far and Away",58883840,6e+07,-1116160,0
"13940",3259,563,0.98575,"Far and Away",58883840,6e+07,-1116160,0
"13941",3259,564,0.996,"Far and Away",58883840,6e+07,-1116160,0
"13942",3259,614,0.96525,"Far and Away",58883840,6e+07,-1116160,0
"13943",3259,863,0.91875,"Far and Away",58883840,6e+07,-1116160,0
"13944",3259,864,0.90075,"Far and Away",58883840,6e+07,-1116160,0
"13945",3260,259,0.95375,"Howards End",25967000,0,25967000,0
"13946",3260,270,0.914,"Howards End",25967000,0,25967000,0
"13947",3260,747,0.9315,"Howards End",25967000,0,25967000,0
"13948",3260,774,0.923,"Howards End",25967000,0,25967000,0
"13949",3261,94,0.9555,"Singles",18472850,0,18472850,0
"13950",3261,684,0.952,"Singles",18472850,0,18472850,0
"13951",3261,846,0.9875,"Singles",18472850,0,18472850,0
"13952",3262,351,0.941,"Twin Peaks: Fire Walk with Me",4160851,1e+07,-5839149,0
"13953",3262,617,0.996,"Twin Peaks: Fire Walk with Me",4160851,1e+07,-5839149,0
"13954",3262,974,0.9245,"Twin Peaks: Fire Walk with Me",4160851,1e+07,-5839149,0
"13955",3262,995,0.98775,"Twin Peaks: Fire Walk with Me",4160851,1e+07,-5839149,0
"13956",3262,1104,0.9835,"Twin Peaks: Fire Walk with Me",4160851,1e+07,-5839149,0
"13957",3263,116,0.90175,"White Men Can't Jump",76253806,0,76253806,0
"13958",3263,230,0.94175,"White Men Can't Jump",76253806,0,76253806,0
"13959",3263,959,0.993,"White Men Can't Jump",76253806,0,76253806,0
"13960",3264,197,0.977,"Buffy the Vampire Slayer",16624456,7e+06,9624456,0
"13961",3264,503,0.93775,"Buffy the Vampire Slayer",16624456,7e+06,9624456,0
"13962",3264,1014,0.92375,"Buffy the Vampire Slayer",16624456,7e+06,9624456,0
"13963",3264,1067,0.97825,"Buffy the Vampire Slayer",16624456,7e+06,9624456,0
"13964",3264,1069,0.9875,"Buffy the Vampire Slayer",16624456,7e+06,9624456,0
"13990",3268,230,0.92075,"Stop! Or My Mom Will Shoot",28411210,4.5e+07,-16588790,0
"13991",3269,614,0.92825,"Forever Young",55956200,0,55956200,0
"14000",3271,22,0.98975,"Of Mice and Men",5101632,0,5101632,0
"14001",3271,107,0.966,"Of Mice and Men",5101632,0,5101632,0
"14002",3271,113,0.9465,"Of Mice and Men",5101632,0,5101632,0
"14003",3271,152,0.96975,"Of Mice and Men",5101632,0,5101632,0
"14004",3271,306,0.931,"Of Mice and Men",5101632,0,5101632,0
"14005",3271,323,0.92425,"Of Mice and Men",5101632,0,5101632,0
"14006",3272,25,0.93025,"Bad Lieutenant",2000022,1e+06,1000022,0
"14007",3272,169,0.906,"Bad Lieutenant",2000022,1e+06,1000022,0
"14008",3272,190,0.958,"Bad Lieutenant",2000022,1e+06,1000022,0
"14009",3272,253,0.946,"Bad Lieutenant",2000022,1e+06,1000022,0
"14010",3272,329,0.94775,"Bad Lieutenant",2000022,1e+06,1000022,0
"14011",3272,330,0.964,"Bad Lieutenant",2000022,1e+06,1000022,0
"14012",3272,331,0.9535,"Bad Lieutenant",2000022,1e+06,1000022,0
"14013",3272,838,0.94275,"Bad Lieutenant",2000022,1e+06,1000022,0
"14014",3272,910,0.91925,"Bad Lieutenant",2000022,1e+06,1000022,0
"14015",3273,406,0.984,"Scream 3",89138076,4e+07,49138076,0
"14016",3273,522,0.987,"Scream 3",89138076,4e+07,49138076,0
"14017",3273,882,0.94175,"Scream 3",89138076,4e+07,49138076,0
"14018",3273,927,0.991,"Scream 3",89138076,4e+07,49138076,0
"14019",3274,733,0.93075,"Single White Female",47922919,1.6e+07,31922919,0
"14020",3274,823,0.90175,"Single White Female",47922919,1.6e+07,31922919,0
"14021",3274,824,0.9265,"Single White Female",47922919,1.6e+07,31922919,0
"14022",3274,999,0.938,"Single White Female",47922919,1.6e+07,31922919,0
"14023",3274,1000,0.91975,"Single White Female",47922919,1.6e+07,31922919,0
"14024",3274,1020,0.9025,"Single White Female",47922919,1.6e+07,31922919,0
"14025",3274,1025,0.933,"Single White Female",47922919,1.6e+07,31922919,0
"14039",3276,735,0.98325,"Gun Shy",1631839,1e+07,-8368161,0
"14051",3286,588,0.9175,"Snow Day",60020107,1.3e+07,47020107,0
"14076",3295,143,0.91175,"Raining Stones",89388,0,89388,0
"14077",3295,1117,0.9625,"Raining Stones",89388,0,89388,0
"14080",3298,384,0.9005,"Boiler Room",16938179,7e+06,9938179,0
"14081",3298,465,0.92125,"Boiler Room",16938179,7e+06,9938179,0
"14082",3298,472,0.95925,"Boiler Room",16938179,7e+06,9938179,0
"14083",3299,201,0.9385,"Hanging Up",36050230,6e+07,-23949770,0
"14084",3299,439,0.91225,"Hanging Up",36050230,6e+07,-23949770,0
"14085",3299,923,0.92575,"Hanging Up",36050230,6e+07,-23949770,0
"14086",3300,43,0.9975,"Pitch Black",39240659,2.3e+07,16240659,0
"14087",3300,45,0.98,"Pitch Black",39240659,2.3e+07,16240659,0
"14088",3300,288,0.90925,"Pitch Black",39240659,2.3e+07,16240659,0
"14089",3300,420,0.91775,"Pitch Black",39240659,2.3e+07,16240659,0
"14090",3300,886,0.98075,"Pitch Black",39240659,2.3e+07,16240659,0
"14091",3300,887,0.994,"Pitch Black",39240659,2.3e+07,16240659,0
"14092",3300,889,0.98375,"Pitch Black",39240659,2.3e+07,16240659,0
"14093",3300,890,0.992,"Pitch Black",39240659,2.3e+07,16240659,0
"14094",3300,942,0.968,"Pitch Black",39240659,2.3e+07,16240659,0
"14095",3300,945,0.922,"Pitch Black",39240659,2.3e+07,16240659,0
"14096",3300,951,0.9045,"Pitch Black",39240659,2.3e+07,16240659,0
"14131",3316,19,0.914,"Reindeer Games",23360779,4.2e+07,-18639221,0
"14132",3317,22,0.9375,"Wonder Boys",19389454,5.5e+07,-35610546,0
"14133",3317,113,0.903,"Wonder Boys",19389454,5.5e+07,-35610546,0
"14134",3317,426,0.90775,"Wonder Boys",19389454,5.5e+07,-35610546,0
"14135",3317,465,0.9375,"Wonder Boys",19389454,5.5e+07,-35610546,0
"14136",3317,606,0.92825,"Wonder Boys",19389454,5.5e+07,-35610546,0
"14137",3317,858,0.994,"Wonder Boys",19389454,5.5e+07,-35610546,0
"14138",3317,1122,0.99025,"Wonder Boys",19389454,5.5e+07,-35610546,0
"14139",3317,1123,0.956,"Wonder Boys",19389454,5.5e+07,-35610546,0
"14140",3317,1124,0.9035,"Wonder Boys",19389454,5.5e+07,-35610546,0
"14149",3324,735,0.98425,"Drowning Mona",15427192,6e+06,9427192,0
"14150",3324,931,0.99,"Drowning Mona",15427192,6e+06,9427192,0
"14152",3326,43,0.95875,"What Planet Are You From?",6291602,6e+07,-53708398,0
"14163",3329,26,0.9405,"The Year My Voice Broke",213901,0,213901,0
"14164",3329,87,0.93125,"The Year My Voice Broke",213901,0,213901,0
"14165",3329,235,0.90575,"The Year My Voice Broke",213901,0,213901,0
"14166",3329,270,0.94675,"The Year My Voice Broke",213901,0,213901,0
"14167",3329,931,0.915,"The Year My Voice Broke",213901,0,213901,0
"14212",3341,109,0.91575,"Born Yesterday",17952857,0,17952857,0
"14213",3341,215,0.935,"Born Yesterday",17952857,0,17952857,0
"14214",3341,746,0.908,"Born Yesterday",17952857,0,17952857,0
"14215",3341,747,0.99175,"Born Yesterday",17952857,0,17952857,0
"14216",3341,750,0.9095,"Born Yesterday",17952857,0,17952857,0
"14217",3341,756,0.91775,"Born Yesterday",17952857,0,17952857,0
"14246",3354,43,0.97725,"Mission to Mars",60883407,1e+08,-39116593,0
"14247",3354,84,0.99375,"Mission to Mars",60883407,1e+08,-39116593,0
"14248",3354,101,0.902,"Mission to Mars",60883407,1e+08,-39116593,0
"14249",3354,132,0.9295,"Mission to Mars",60883407,1e+08,-39116593,0
"14250",3354,396,0.97175,"Mission to Mars",60883407,1e+08,-39116593,0
"14251",3354,630,0.99825,"Mission to Mars",60883407,1e+08,-39116593,0
"14252",3354,692,0.96975,"Mission to Mars",60883407,1e+08,-39116593,0
"14253",3354,886,0.979,"Mission to Mars",60883407,1e+08,-39116593,0
"14254",3354,887,0.9845,"Mission to Mars",60883407,1e+08,-39116593,0
"14255",3354,889,0.99325,"Mission to Mars",60883407,1e+08,-39116593,0
"14256",3354,890,0.99125,"Mission to Mars",60883407,1e+08,-39116593,0
"14257",3354,891,1,"Mission to Mars",60883407,1e+08,-39116593,0
"14258",3354,942,0.99675,"Mission to Mars",60883407,1e+08,-39116593,0
"14259",3354,943,0.95525,"Mission to Mars",60883407,1e+08,-39116593,0
"14260",3354,944,0.9635,"Mission to Mars",60883407,1e+08,-39116593,0
"14261",3354,945,0.99575,"Mission to Mars",60883407,1e+08,-39116593,0
"14262",3354,951,0.949,"Mission to Mars",60883407,1e+08,-39116593,0
"14267",3358,35,0.99575,"Defending Your Life",16371128,0,16371128,0
"14268",3358,436,1,"Defending Your Life",16371128,0,16371128,0
"14269",3358,600,0.92625,"Defending Your Life",16371128,0,16371128,0
"14270",3358,601,0.96425,"Defending Your Life",16371128,0,16371128,0
"14282",3361,106,0.999,"Bull Durham",50888729,7e+06,43888729,0
"14283",3361,646,0.94,"Bull Durham",50888729,7e+06,43888729,0
"14284",3361,959,0.97975,"Bull Durham",50888729,7e+06,43888729,0
"14334",3370,833,0.9725,"Betrayed",25816139,1.9e+07,6816139,0
"14380",3386,81,0.9365,"JFK",70405498,4e+07,30405498,0
"14381",3386,82,0.955,"JFK",70405498,4e+07,30405498,0
"14382",3386,251,0.99675,"JFK",70405498,4e+07,30405498,0
"14383",3386,252,0.99125,"JFK",70405498,4e+07,30405498,0
"14384",3386,262,0.906,"JFK",70405498,4e+07,30405498,0
"14385",3386,370,0.97875,"JFK",70405498,4e+07,30405498,0
"14386",3386,508,0.942,"JFK",70405498,4e+07,30405498,0
"14387",3386,509,0.9575,"JFK",70405498,4e+07,30405498,0
"14388",3386,749,0.97975,"JFK",70405498,4e+07,30405498,0
"14389",3386,750,0.91825,"JFK",70405498,4e+07,30405498,0
"14390",3386,751,0.97475,"JFK",70405498,4e+07,30405498,0
"14391",3386,800,0.9365,"JFK",70405498,4e+07,30405498,0
"14392",3386,811,0.9585,"JFK",70405498,4e+07,30405498,0
"14393",3386,1065,0.91575,"JFK",70405498,4e+07,30405498,0
"14394",3386,1119,0.949,"JFK",70405498,4e+07,30405498,0
"14395",3388,374,0.96525,"Harry and the Hendersons",29760613,0,29760613,0
"14396",3389,19,0.9065,"Let's Get Harry",140980,0,140980,0
"14405",3400,304,0.9585,"We're Back! A Dinosaur's Story",9315576,0,9315576,0
"14409",3404,508,0.90525,"Titanic",658672302,2e+08,458672302,0
"14416",3408,110,0.98875,"Erin Brockovich",125595205,5.2e+07,73595205,0
"14417",3408,115,0.996,"Erin Brockovich",125595205,5.2e+07,73595205,0
"14418",3408,262,0.9075,"Erin Brockovich",125595205,5.2e+07,73595205,0
"14419",3408,323,0.9535,"Erin Brockovich",125595205,5.2e+07,73595205,0
"14420",3408,324,0.9405,"Erin Brockovich",125595205,5.2e+07,73595205,0
"14421",3408,465,0.93125,"Erin Brockovich",125595205,5.2e+07,73595205,0
"14422",3408,597,0.96325,"Erin Brockovich",125595205,5.2e+07,73595205,0
"14423",3408,598,0.951,"Erin Brockovich",125595205,5.2e+07,73595205,0
"14424",3408,745,0.93025,"Erin Brockovich",125595205,5.2e+07,73595205,0
"14425",3408,747,0.97275,"Erin Brockovich",125595205,5.2e+07,73595205,0
"14426",3408,1047,0.9875,"Erin Brockovich",125595205,5.2e+07,73595205,0
"14427",3409,292,0.998,"Final Destination",53331147,2.3e+07,30331147,0
"14428",3409,522,0.9825,"Final Destination",53331147,2.3e+07,30331147,0
"14429",3409,927,0.9555,"Final Destination",53331147,2.3e+07,30331147,0
"14430",3409,991,0.94125,"Final Destination",53331147,2.3e+07,30331147,0
"14431",3409,999,0.93725,"Final Destination",53331147,2.3e+07,30331147,0
"14432",3409,1013,0.964,"Final Destination",53331147,2.3e+07,30331147,0
"14433",3409,1014,0.962,"Final Destination",53331147,2.3e+07,30331147,0
"14467",3418,854,0.94075,"Thelma & Louise",45361000,16500000,28861000,0
"14468",3418,855,0.911,"Thelma & Louise",45361000,16500000,28861000,0
"14469",3418,1116,0.98975,"Thelma & Louise",45361000,16500000,28861000,0
"14486",3424,443,0.958,"Do the Right Thing",27545445,6500000,21045445,0
"14487",3424,833,0.99725,"Do the Right Thing",27545445,6500000,21045445,0
"14488",3424,936,0.956,"Do the Right Thing",27545445,6500000,21045445,0
"14489",3425,578,0.99325,"Mo' Better Blues",16153600,1e+07,6153600,0
"14490",3425,684,0.97175,"Mo' Better Blues",16153600,1e+07,6153600,0
"14491",3425,687,0.97375,"Mo' Better Blues",16153600,1e+07,6153600,0
"14492",3426,556,0.999,"Jungle Fever",32482682,1.4e+07,18482682,0
"14493",3426,833,0.9945,"Jungle Fever",32482682,1.4e+07,18482682,0
"14494",3426,846,0.90775,"Jungle Fever",32482682,1.4e+07,18482682,0
"14535",3433,406,0.92275,"Death Wish 4: The Crackdown",6880310,5e+06,1880310,0
"14536",3433,422,0.91075,"Death Wish 4: The Crackdown",6880310,5e+06,1880310,0
"14537",3433,850,0.91925,"Death Wish 4: The Crackdown",6880310,5e+06,1880310,0
"14538",3433,901,0.90325,"Death Wish 4: The Crackdown",6880310,5e+06,1880310,0
"14539",3433,1082,0.998,"Death Wish 4: The Crackdown",6880310,5e+06,1880310,0
"14562",3436,179,0.9985,"Dying Young",33669178,0,33669178,0
"14563",3436,292,0.9045,"Dying Young",33669178,0,33669178,0
"14564",3436,614,0.99025,"Dying Young",33669178,0,33669178,0
"14565",3436,864,0.9455,"Dying Young",33669178,0,33669178,0
"14566",3436,1035,0.95725,"Dying Young",33669178,0,33669178,0
"14567",3437,521,0.9265,"Cool as Ice",1193062,6e+06,-4806938,0
"14568",3437,933,0.90975,"Cool as Ice",1193062,6e+06,-4806938,0
"14569",3438,19,0.904,"Teenage Mutant Ninja Turtles",135265915,13500000,121765915,0
"14570",3438,23,0.99625,"Teenage Mutant Ninja Turtles",135265915,13500000,121765915,0
"14571",3438,108,0.98875,"Teenage Mutant Ninja Turtles",135265915,13500000,121765915,0
"14572",3438,232,0.92725,"Teenage Mutant Ninja Turtles",135265915,13500000,121765915,0
"14573",3438,406,0.957,"Teenage Mutant Ninja Turtles",135265915,13500000,121765915,0
"14574",3438,589,0.93725,"Teenage Mutant Ninja Turtles",135265915,13500000,121765915,0
"14575",3438,631,0.95675,"Teenage Mutant Ninja Turtles",135265915,13500000,121765915,0
"14576",3438,707,0.99825,"Teenage Mutant Ninja Turtles",135265915,13500000,121765915,0
"14577",3438,987,0.90525,"Teenage Mutant Ninja Turtles",135265915,13500000,121765915,0
"14578",3438,989,0.914,"Teenage Mutant Ninja Turtles",135265915,13500000,121765915,0
"14579",3438,990,0.91925,"Teenage Mutant Ninja Turtles",135265915,13500000,121765915,0
"14580",3438,1082,0.97125,"Teenage Mutant Ninja Turtles",135265915,13500000,121765915,0
"14581",3439,406,0.968,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",78656813,2.5e+07,53656813,0
"14582",3439,451,0.95075,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",78656813,2.5e+07,53656813,0
"14583",3439,688,0.9275,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",78656813,2.5e+07,53656813,0
"14584",3439,707,0.99925,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",78656813,2.5e+07,53656813,0
"14585",3439,901,0.943,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",78656813,2.5e+07,53656813,0
"14586",3439,902,0.90525,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze",78656813,2.5e+07,53656813,0
"14587",3440,406,0.98425,"Teenage Mutant Ninja Turtles III",42660000,1.7e+07,25660000,0
"14588",3440,707,0.9985,"Teenage Mutant Ninja Turtles III",42660000,1.7e+07,25660000,0
"14589",3440,979,0.991,"Teenage Mutant Ninja Turtles III",42660000,1.7e+07,25660000,0
"14590",3441,19,0.933,"Red Dawn",44806783,6.5e+07,-20193217,0
"14591",3441,931,0.916,"Red Dawn",44806783,6.5e+07,-20193217,0
"14592",3441,1096,0.92825,"Red Dawn",44806783,6.5e+07,-20193217,0
"14593",3443,394,0.918,"Born American",3388020,3401376,-13356,0
"14594",3443,814,0.952,"Born American",3388020,3401376,-13356,0
"14595",3443,868,0.9655,"Born American",3388020,3401376,-13356,0
"14596",3443,869,0.928,"Born American",3388020,3401376,-13356,0
"14597",3444,19,0.94175,"Bloodsport",11806119,1100000,10706119,0
"14598",3444,389,0.9895,"Bloodsport",11806119,1100000,10706119,0
"14599",3444,390,0.9825,"Bloodsport",11806119,1100000,10706119,0
"14600",3444,520,0.94075,"Bloodsport",11806119,1100000,10706119,0
"14601",3444,592,0.98125,"Bloodsport",11806119,1100000,10706119,0
"14602",3444,631,0.99975,"Bloodsport",11806119,1100000,10706119,0
"14603",3444,646,0.96225,"Bloodsport",11806119,1100000,10706119,0
"14611",3448,127,0.92375,"Good Morning, Vietnam",123922370,1.3e+07,110922370,0
"14612",3448,191,0.93575,"Good Morning, Vietnam",123922370,1.3e+07,110922370,0
"14613",3448,323,0.901,"Good Morning, Vietnam",123922370,1.3e+07,110922370,0
"14614",3448,324,0.9115,"Good Morning, Vietnam",123922370,1.3e+07,110922370,0
"14615",3448,651,0.92325,"Good Morning, Vietnam",123922370,1.3e+07,110922370,0
"14616",3448,836,0.948,"Good Morning, Vietnam",123922370,1.3e+07,110922370,0
"14617",3448,1079,0.963,"Good Morning, Vietnam",123922370,1.3e+07,110922370,0
"14618",3448,1080,0.98725,"Good Morning, Vietnam",123922370,1.3e+07,110922370,0
"14619",3448,1096,0.96425,"Good Morning, Vietnam",123922370,1.3e+07,110922370,0
"14620",3448,1097,0.9415,"Good Morning, Vietnam",123922370,1.3e+07,110922370,0
"14621",3450,230,0.95525,"Grumpy Old Men",70172621,0,70172621,0
"14628",3452,19,0.96625,"Romeo Must Die",55973336,2.5e+07,30973336,0
"14629",3452,389,0.99175,"Romeo Must Die",55973336,2.5e+07,30973336,0
"14630",3452,447,0.906,"Romeo Must Die",55973336,2.5e+07,30973336,0
"14631",3452,520,0.9205,"Romeo Must Die",55973336,2.5e+07,30973336,0
"14632",3452,556,0.9355,"Romeo Must Die",55973336,2.5e+07,30973336,0
"14633",3452,592,0.9965,"Romeo Must Die",55973336,2.5e+07,30973336,0
"14634",3452,631,0.99975,"Romeo Must Die",55973336,2.5e+07,30973336,0
"14635",3452,1125,0.90575,"Romeo Must Die",55973336,2.5e+07,30973336,0
"14636",3453,614,0.92575,"Here on Earth",10494147,1.5e+07,-4505853,0
"14637",3453,1014,0.91075,"Here on Earth",10494147,1.5e+07,-4505853,0
"14638",3454,428,0.98975,"Whatever It Takes",8735529,3.2e+07,-23264471,0
"14639",3454,503,0.99425,"Whatever It Takes",8735529,3.2e+07,-23264471,0
"14640",3454,1013,0.9955,"Whatever It Takes",8735529,3.2e+07,-23264471,0
"14641",3454,1014,0.99925,"Whatever It Takes",8735529,3.2e+07,-23264471,0
"14642",3454,1015,0.95325,"Whatever It Takes",8735529,3.2e+07,-23264471,0
"14643",3454,1016,0.95525,"Whatever It Takes",8735529,3.2e+07,-23264471,0
"14644",3454,1017,0.9855,"Whatever It Takes",8735529,3.2e+07,-23264471,0
"14647",3457,613,0.906,"Waking the Dead",327418,8500000,-8172582,0
"14648",3457,614,0.93425,"Waking the Dead",327418,8500000,-8172582,0
"14649",3459,487,0.9795,"Gothic",916172,0,916172,0
"14650",3459,995,0.97925,"Gothic",916172,0,916172,0
"14651",3459,1104,0.956,"Gothic",916172,0,916172,0
"14652",3461,22,0.984,"Lord of the Flies",13985225,0,13985225,0
"14653",3461,46,0.96425,"Lord of the Flies",13985225,0,13985225,0
"14654",3461,270,0.936,"Lord of the Flies",13985225,0,13985225,0
"14655",3461,546,0.95525,"Lord of the Flies",13985225,0,13985225,0
"14674",3466,388,0.90225,"Heart and Souls",16581714,0,16581714,0
"14675",3466,435,0.9165,"Heart and Souls",16581714,0,16581714,0
"14676",3466,858,0.9785,"Heart and Souls",16581714,0,16581714,0
"14757",3476,487,0.97475,"Jacob's Ladder",26118851,2.5e+07,1118851,0
"14758",3476,547,0.9745,"Jacob's Ladder",26118851,2.5e+07,1118851,0
"14759",3476,601,0.92775,"Jacob's Ladder",26118851,2.5e+07,1118851,0
"14760",3476,766,0.966,"Jacob's Ladder",26118851,2.5e+07,1118851,0
"14761",3476,823,0.97975,"Jacob's Ladder",26118851,2.5e+07,1118851,0
"14762",3476,824,0.92275,"Jacob's Ladder",26118851,2.5e+07,1118851,0
"14763",3476,974,0.9385,"Jacob's Ladder",26118851,2.5e+07,1118851,0
"14764",3476,995,0.98625,"Jacob's Ladder",26118851,2.5e+07,1118851,0
"14765",3476,1104,0.95475,"Jacob's Ladder",26118851,2.5e+07,1118851,0
"14766",3477,94,0.922,"Empire Records",303841,0,303841,0
"14767",3477,452,0.93,"Empire Records",303841,0,303841,0
"14768",3477,471,0.9545,"Empire Records",303841,0,303841,0
"14769",3477,607,0.9015,"Empire Records",303841,0,303841,0
"14770",3477,684,0.9555,"Empire Records",303841,0,303841,0
"14771",3477,862,0.9735,"Empire Records",303841,0,303841,0
"14772",3477,1013,0.973,"Empire Records",303841,0,303841,0
"14773",3477,1014,0.97225,"Empire Records",303841,0,303841,0
"14791",3480,26,0.96875,"Lucas",8200000,6e+06,2200000,0
"14792",3480,172,0.91025,"Lucas",8200000,6e+06,2200000,0
"14793",3480,197,0.99325,"Lucas",8200000,6e+06,2200000,0
"14794",3480,235,0.98625,"Lucas",8200000,6e+06,2200000,0
"14795",3480,236,0.91275,"Lucas",8200000,6e+06,2200000,0
"14796",3480,428,0.903,"Lucas",8200000,6e+06,2200000,0
"14797",3480,503,0.98725,"Lucas",8200000,6e+06,2200000,0
"14798",3480,1013,0.98775,"Lucas",8200000,6e+06,2200000,0
"14799",3480,1014,0.993,"Lucas",8200000,6e+06,2200000,0
